ts_date,actual_SIV_T_HS_InConv_1,pred_SIV_T_HS_InConv_1,actual_SIV_T_HS_InConv_2,pred_SIV_T_HS_InConv_2,actual_SIV_T_HS_Inv_1,pred_SIV_T_HS_Inv_1,actual_SIV_T_HS_Inv_2,pred_SIV_T_HS_Inv_2,actual_SIV_T_Container,pred_SIV_T_Container,actual_SIV_I_L1,pred_SIV_I_L1,actual_SIV_I_L2,pred_SIV_I_L2,actual_SIV_I_L3,pred_SIV_I_L3,actual_SIV_I_Battery,pred_SIV_I_Battery,actual_SIV_I_DC_In,pred_SIV_I_DC_In,actual_SIV_U_Battery,pred_SIV_U_Battery,actual_SIV_U_DC_In,pred_SIV_U_DC_In,actual_SIV_U_DC_Out,pred_SIV_U_DC_Out,actual_SIV_U_L1,pred_SIV_U_L1,actual_SIV_U_L2,pred_SIV_U_L2,actual_SIV_U_L3,pred_SIV_U_L3,actual_SIV_InConv_InEnergy,pred_SIV_InConv_InEnergy,actual_SIV_Output_Energy,pred_SIV_Output_Energy,actual_PLC_OpenACOutputCont,pred_PLC_OpenACOutputCont,actual_PLC_OpenInputCont,pred_PLC_OpenInputCont,actual_SIV_DevIsAlive,pred_SIV_DevIsAlive,health_status_pred,confidence_%
2024-08-06 08:38:25.532,41.0,40.9087,41.0,41.202507,46.0,45.168156,41.0,41.424088,52.0,52.52952,76.76,62.333557,72.96,59.44101,75.7,61.027668,-0.02,-0.055382814,54.67,48.9684,113.0,113.01677,878.18,818.9133,126.0,125.99996,220.0,220.00053,219.9,219.95792,220.0,220.09888,155.07,163.55603,132.0,143.09236,0.0,-0.007630448,0.0,-0.007658036,2301.5,32691.76,0,591.2691
2024-08-06 08:38:51.131,41.0,40.920837,41.0,41.215515,46.0,45.180573,41.0,41.43648,52.0,52.53919,57.2,62.36057,54.14,59.465794,56.28,61.055286,0.0,-0.055210527,46.37,48.987328,113.06,113.016785,793.97,818.8988,126.0,125.99996,220.0,220.00053,219.55,219.95804,220.0,220.09865,156.0,163.83296,132.0,143.36389,0.0,-0.007685305,0.0,-0.0076796003,2401.5,32663.518,0,591.2691
2024-08-06 08:39:16.731,41.0,40.93298,41.0,41.22853,45.94,45.192997,41.0,41.44888,52.0,52.548855,54.75,62.38761,52.0,59.49058,53.98,61.082912,-0.19,-0.055038244,42.8,49.006268,113.0,113.0168,829.15,818.8843,126.0,125.99996,220.0,220.00053,219.68,219.95819,220.0,220.0984,156.0,164.11002,132.0,143.63554,0.0,-0.0077401204,0.0,-0.007701207,2501.5,32635.307,0,591.2691
2024-08-06 08:39:42.075,41.0,40.94513,41.0,41.241547,45.0,45.20542,41.0,41.46128,52.0,52.55853,56.52,62.414665,53.59,59.51539,55.58,61.11057,-0.03,-0.054866157,41.72,49.02523,113.0,113.01682,873.15,818.86975,126.0,125.99996,220.0,220.00053,219.52,219.95834,220.0,220.09816,156.0,164.38716,132.48,143.90724,0.0,-0.0077946796,0.0,-0.0077228136,2600.5,32607.127,0,591.2691
2024-08-06 08:40:07.675,41.0,40.957287,41.0,41.254566,45.0,45.21785,41.0,41.473682,52.0,52.56821,61.52,62.441723,59.24,59.540184,61.03,61.138252,0.0,-0.054693874,48.12,49.0442,113.0,113.01684,820.07,818.8553,126.0,125.99996,220.0,220.00053,219.79,219.95848,220.0,220.09793,156.19,164.66446,133.0,144.17899,0.0,-0.007849133,0.0,-0.0077444627,2700.5,32578.982,0,591.2691
2024-08-06 08:40:33.275,41.0,40.969448,41.0,41.267582,45.0,45.230286,41.0,41.486088,52.0,52.577892,73.44,62.46881,70.35,59.56499,72.46,61.16595,0.0,-0.05452139,57.07,49.063198,113.22,113.01685,808.83,818.8408,126.0,125.99996,220.0,220.00053,220.0,219.95863,220.0,220.0977,157.0,164.94186,133.0,144.45084,0.0,-0.00790348,0.0,-0.0077661974,2800.5,32550.844,0,591.2691
2024-08-06 08:40:58.875,41.0,40.981617,41.0,41.280605,45.0,45.24272,41.0,41.498497,52.0,52.587585,66.3,62.495907,63.15,59.589817,65.4,61.19367,0.0,-0.054349173,52.66,49.08221,113.0,113.01687,811.18,818.8263,126.0,125.99996,220.0,220.00055,219.68,219.95879,220.0,220.09747,157.0,165.21938,133.0,144.72272,0.0,-0.0079576345,0.0,-0.0077879317,2900.5,32522.744,0,591.2691
2024-08-06 08:41:24.475,41.0,40.993793,41.0,41.293633,45.0,45.255165,41.0,41.510906,52.0,52.597282,63.61,62.52303,60.68,59.61463,62.66,61.221405,0.0,-0.05417669,50.34,49.10124,113.0,113.016884,808.79,818.8119,126.0,125.99996,220.0,220.00055,219.43,219.95892,220.0,220.09723,157.0,165.49706,133.82,144.99464,0.0,-0.008011555,0.0,-0.007809666,3000.5,32494.686,0,591.2691
2024-08-06 08:41:50.075,41.0,41.00597,41.0,41.30666,45.0,45.267612,41.0,41.52332,52.0,52.606983,54.62,62.550156,52.22,59.63947,53.73,61.24916,0.0,-0.054004338,45.77,49.12028,113.0,113.01691,790.94,818.79755,126.0,125.99996,220.0,220.00055,219.92,219.95908,220.0,220.09698,157.96,165.77486,134.0,145.26665,0.0,-0.0080653485,0.0,-0.007831528,3100.5,32466.645,0,591.2691
2024-08-06 08:42:15.675,41.0,41.018154,41.0,41.319687,45.0,45.280056,41.0,41.535732,52.0,52.616688,48.0,62.5773,46.0,59.6643,47.0,61.276924,0.0,-0.053831786,36.03,49.139347,113.0,113.01692,896.5,818.7831,126.0,125.99996,220.0,220.00055,220.0,219.9592,220.0,220.09674,158.0,166.05273,134.0,145.53871,0.0,-0.008118929,0.0,-0.007853412,3200.5,32438.654,0,591.2691
2024-08-06 08:42:41.275,40.28,41.030346,41.0,41.332718,45.0,45.292515,41.0,41.54815,52.0,52.6264,44.5,62.60446,42.57,59.689144,43.98,61.304733,-0.12,-0.053659104,36.12,49.158424,113.0,113.01694,840.61,818.7687,126.0,125.99996,220.0,220.00055,219.98,219.95935,220.0,220.09651,158.0,166.33076,134.0,145.81079,0.0,-0.008172317,0.0,-0.007875274,3300.5,32410.686,0,591.2691
2024-08-06 08:43:06.875,40.0,41.042538,41.0,41.34575,45.0,45.30497,41.0,41.560566,52.0,52.636116,45.77,62.63165,43.54,59.71398,45.15,61.332535,0.0,-0.05348662,37.18,49.177517,113.0,113.01695,818.26,818.75433,126.0,125.99995,220.0,220.00055,220.0,219.9595,220.0,220.09628,158.0,166.60889,134.0,146.08296,0.0,-0.008225536,0.0,-0.007897242,3400.5,32382.752,0,591.2691
2024-08-06 08:43:32.475,40.0,41.05474,40.98,41.358788,45.0,45.31743,41.0,41.572983,52.0,52.645832,50.5,62.658833,48.19,59.73884,49.52,61.36037,0.0,-0.05331387,39.51,49.196632,113.0,113.01697,834.0,818.74,126.0,125.99995,220.0,220.00055,219.96,219.95964,220.0,220.09605,158.66,166.88716,134.87,146.35513,0.0,-0.008278584,0.0,-0.007919275,3500.5,32354.852,0,591.2691
2024-08-06 08:43:58.075,40.0,41.066948,40.0,41.37182,45.0,45.32989,41.0,41.585403,52.0,52.655556,55.62,62.68602,53.38,59.7637,54.87,61.388226,0.0,-0.053141188,44.55,49.215763,113.0,113.01698,811.96,818.7257,126.0,125.99995,220.0,220.00055,220.0,219.9598,220.0,220.09581,159.0,167.1655,135.0,146.62738,0.0,-0.008331334,0.0,-0.007941243,3600.5,32326.98,0,591.2691
2024-08-06 08:44:23.675,40.0,41.079155,40.02,41.38486,45.0,45.342358,41.0,41.597824,52.0,52.665287,79.81,62.71324,76.6,59.788567,78.71,61.41608,0.0,-0.052968305,64.2,49.234917,113.0,113.017,793.93,818.7114,126.02,125.99995,220.0,220.00055,219.96,219.95992,220.0,220.09557,159.0,167.444,135.0,146.89969,0.0,-0.008384042,0.0,-0.00796334,3700.23,32299.156,0,591.2691
2024-08-06 08:44:49.019,40.53,41.091373,41.0,41.397896,45.0,45.354828,41.0,41.610245,52.0,52.675022,100.03,62.740467,96.05,59.813427,98.82,61.443974,0.0,-0.05279549,79.71,49.25408,113.0,113.01702,787.14,818.69714,126.0,125.99995,220.0,220.00055,220.0,219.96007,220.0,220.09534,159.42,167.72256,135.21,147.17201,0.0,-0.008436452,0.0,-0.0079855,3799.5,32271.363,0,591.2691
2024-08-06 08:45:14.619,41.0,41.103592,41.0,41.41094,45.63,45.367294,41.0,41.622665,52.0,52.684757,105.63,62.76769,101.25,59.838303,103.88,61.47187,0.0,-0.052622605,84.2,49.27326,113.0,113.01704,788.0,818.68286,126.0,125.99995,220.0,220.00055,220.0,219.9602,220.0,220.09511,160.0,168.0013,136.0,147.44438,0.0,-0.008488627,0.0,-0.008007702,3899.5,32243.613,0,591.2691
2024-08-06 08:45:40.219,41.12,41.115818,41.75,41.42398,46.0,45.37977,41.0,41.63509,52.0,52.6945,109.28,62.794952,105.13,59.863186,108.03,61.499783,-0.08,-0.05244972,77.76,49.292465,113.0,113.01705,881.65,818.66864,126.0,125.99995,220.0,220.00055,220.0,219.96036,220.0,220.09488,160.27,168.2801,136.0,147.7168,0.0,-0.008540632,0.0,-0.008029884,3999.5,32215.898,0,591.2691
2024-08-06 08:46:05.819,42.0,41.12805,42.0,41.437027,46.18,45.392246,41.54,41.64751,52.0,52.704247,107.83,62.822216,103.18,59.88807,106.12,61.527718,-0.12,-0.052276842,81.67,49.31168,113.0,113.01707,824.07,818.6545,126.0,125.99995,220.0,220.00055,220.0,219.96051,220.0,220.09464,161.0,168.55904,136.84,147.98926,0.0,-0.008592445,0.0,-0.008052172,4099.5,32188.227,0,591.2691
2024-08-06 08:46:31.419,42.0,41.140285,42.01,41.45007,47.0,45.404728,42.0,41.659935,52.0,52.714,107.0,62.849487,102.74,59.91295,105.5,61.555664,0.0,-0.052103892,81.21,49.33091,113.0,113.01708,821.76,818.6402,126.0,125.99995,220.0,220.00055,220.0,219.96063,220.0,220.09439,161.12,168.8381,137.0,148.26172,0.0,-0.008644025,0.0,-0.008074438,4199.5,32160.598,0,591.2691
2024-08-06 08:46:57.019,42.0,41.152523,43.0,41.463116,47.0,45.417202,42.0,41.672363,52.0,52.723755,90.38,62.876762,86.42,59.937843,89.0,61.58362,0.0,-0.05193088,69.84,49.350163,113.0,113.0171,810.98,818.62616,126.0,125.99995,220.0,220.00055,220.0,219.96078,220.0,220.09415,162.0,169.11726,137.69,148.53424,0.0,-0.008695328,0.0,-0.008096811,4299.5,32133.004,0,591.2691
2024-08-06 08:47:22.619,42.0,41.16477,42.75,41.476162,47.0,45.429688,42.0,41.684788,52.0,52.733513,72.04,62.904053,69.04,59.96274,71.04,61.61161,0.0,-0.051757794,54.8,49.36943,113.0,113.01711,831.0,818.612,126.0,125.99995,220.0,220.00055,220.0,219.96092,220.0,220.09393,162.0,169.39651,138.0,148.80678,0.0,-0.008746459,0.0,-0.008119206,4399.5,32105.457,0,591.2691
2024-08-06 08:47:48.219,42.0,41.177017,42.0,41.48921,47.0,45.44217,42.0,41.697212,52.0,52.743282,82.56,62.93135,78.93,59.98765,81.22,61.639603,0.0,-0.051584646,64.16,49.388714,113.0,113.01713,801.14,818.59784,126.0,125.99995,220.0,220.00055,220.0,219.96107,220.0,220.09369,162.54,169.6759,138.0,149.07938,0.0,-0.008797358,0.0,-0.008141664,4499.5,32077.947,0,591.2691
2024-08-06 08:48:13.819,42.0,41.189266,42.0,41.502254,47.0,45.454662,42.0,41.709633,52.0,52.753048,84.18,62.958652,80.42,60.012554,82.91,61.667603,0.0,-0.0514115,66.56,49.408012,113.0,113.01714,794.31,818.58374,126.0,125.99995,220.0,220.00055,220.0,219.96121,220.0,220.09346,163.0,169.9554,138.46,149.35197,0.0,-0.008848085,0.0,-0.00816425,4599.5,32050.484,0,591.2691
2024-08-06 08:48:39.418,42.0,41.201527,42.21,41.515305,47.0,45.467148,42.0,41.722057,52.0,52.76282,71.06,62.985977,68.0,60.037468,70.0,61.69562,0.0,-0.051238284,53.58,49.427334,113.0,113.01716,846.44,818.56964,126.0,125.99995,220.0,220.00055,220.0,219.96136,220.0,220.09322,163.0,170.23502,139.0,149.6246,0.0,-0.008898472,0.0,-0.008186751,4699.5,32023.068,0,591.2691
2024-08-06 08:49:05.018,42.0,41.213787,42.0,41.52835,47.0,45.47964,42.0,41.73448,52.0,52.7726,58.65,63.0133,56.15,60.06239,57.76,61.72366,0.0,-0.05106487,47.12,49.446667,113.0,113.01717,809.9,818.55566,126.0,125.99995,220.0,220.00055,220.0,219.96149,220.0,220.093,163.74,170.51471,139.0,149.89725,0.0,-0.008948711,0.0,-0.008209358,4799.5,31995.682,0,591.2691
2024-08-06 08:49:30.362,42.0,41.22605,42.0,41.5414,47.0,45.49213,42.0,41.746902,52.0,52.782375,46.45,63.040634,44.28,60.08731,46.1,61.751705,-0.04,-0.050891656,37.07,49.46601,113.0,113.01719,839.08,818.5416,126.0,125.99995,220.0,220.00055,220.0,219.96164,220.0,220.09276,164.0,170.79453,139.0,150.16992,0.0,-0.00899863,0.0,-0.008232051,4898.96,31968.37,0,591.2691
2024-08-06 08:49:55.962,41.43,41.23832,42.0,41.554447,46.12,45.504627,42.0,41.759323,52.0,52.79216,54.76,63.067966,52.49,60.11224,54.01,61.77977,-0.17,-0.050718244,45.69,49.485382,113.0,113.017204,785.14,818.52765,126.0,125.99995,220.0,220.00055,220.0,219.96178,220.0,220.09251,164.0,171.07446,139.58,150.44261,0.0,-0.009048293,0.0,-0.008254785,4998.5,31941.088,0,591.2691
2024-08-06 08:50:21.562,41.0,41.25059,42.0,41.567497,46.0,45.51712,42.0,41.77175,52.0,52.801945,47.38,63.09531,45.1,60.137157,46.98,61.807842,-0.08,-0.050545093,36.8,49.50476,113.0,113.01722,865.5,818.5136,126.0,125.99995,220.0,220.00055,220.0,219.96193,220.0,220.09229,164.0,171.35449,140.0,150.71533,0.0,-0.00909785,0.0,-0.00827752,5098.5,31913.848,0,591.2691
2024-08-06 08:50:47.162,41.0,41.262867,41.6,41.580544,46.0,45.529617,42.0,41.78417,52.0,52.811737,51.95,63.12266,49.92,60.162083,50.97,61.835934,0.0,-0.05037168,40.02,49.524166,113.0,113.017235,852.71,818.49976,126.0,125.99993,220.0,220.00055,220.0,219.96205,220.0,220.09206,164.43,171.63463,140.0,150.98807,0.0,-0.009147045,0.0,-0.008300361,5198.5,31886.666,0,591.2691
2024-08-06 08:51:12.762,41.0,41.275146,41.0,41.593597,46.0,45.542118,42.0,41.79659,52.0,52.821533,57.61,63.150032,55.46,60.18702,56.71,61.864014,0.0,-0.05019833,44.93,49.54358,113.0,113.01725,827.3,818.4858,126.0,125.99993,220.0,220.00055,220.0,219.9622,220.0,220.09183,165.0,171.9149,140.0,151.26082,0.0,-0.009195964,0.0,-0.008323181,5298.5,31859.543,0,591.2691
2024-08-06 08:51:38.362,41.0,41.28743,41.0,41.606644,46.0,45.554615,42.0,41.809006,52.0,52.83133,70.46,63.177395,67.39,60.211964,69.4,61.892124,-0.02,-0.05002492,54.11,49.563015,113.0,113.017265,820.82,818.4719,126.0,125.99993,220.0,220.00055,220.0,219.96234,220.0,220.09158,165.0,172.19524,140.06,151.53358,0.0,-0.009244733,0.0,-0.008346129,5398.5,31832.46,0,591.2691
2024-08-06 08:52:03.962,41.0,41.299717,41.0,41.61969,46.0,45.567116,42.0,41.821423,52.0,52.841133,85.25,63.204758,81.35,60.236908,84.05,61.920254,0.0,-0.049851507,64.71,49.58246,113.0,113.01728,818.72,818.45807,126.0,125.99993,220.0,220.00055,220.0,219.9625,220.0,220.09137,165.2,172.47566,141.0,151.80634,0.0,-0.009293098,0.0,-0.008369098,5498.5,31805.42,0,591.2691
2024-08-06 08:52:29.562,41.0,41.312004,41.17,41.63274,46.0,45.579613,42.0,41.83384,52.0,52.850937,87.84,63.232124,83.9,60.261845,86.13,61.94837,-0.04,-0.049677894,68.0,49.601925,113.0,113.017296,807.76,818.4443,126.0,125.99993,220.0,220.00055,220.0,219.96262,220.0,220.09113,166.0,172.75623,141.0,152.07915,0.0,-0.009341292,0.0,-0.008392174,5598.5,31778.451,0,591.2691
2024-08-06 08:52:55.162,41.0,41.324303,42.0,41.645786,46.0,45.592113,42.0,41.846252,52.0,52.86075,87.98,63.25951,84.0,60.286804,86.02,61.97651,-0.12,-0.049504414,67.58,49.621403,113.0,113.0173,814.75,818.4304,126.0,125.99993,220.0,220.00055,220.0,219.96277,220.0,220.09088,166.0,173.03691,141.05,152.35191,0.0,-0.0093892105,0.0,-0.008415228,5698.5,31751.521,0,591.2691
2024-08-06 08:53:20.762,41.94,41.336594,42.0,41.658833,46.96,45.604614,42.0,41.858658,52.0,52.870556,84.53,63.28688,80.69,60.311745,82.79,62.004654,-0.16,-0.0493308,64.38,49.640896,113.15,113.01732,823.58,818.4166,126.0,125.99993,220.0,220.00055,220.0,219.9629,220.0,220.09064,166.62,173.31769,142.0,152.62466,0.0,-0.0094368085,0.0,-0.008438367,5798.5,31724.643,0,591.2691
2024-08-06 08:53:46.364,42.0,41.348896,42.0,41.67188,47.0,45.617115,42.0,41.871067,52.0,52.88037,70.38,63.31426,67.28,60.336697,69.38,62.03281,-0.06,-0.049157318,55.73,49.66041,113.0,113.017334,797.39,818.40283,126.0,125.99993,220.0,220.00055,220.0,219.96306,220.0,220.09042,167.0,173.59857,142.0,152.89746,0.0,-0.009484152,0.0,-0.008461528,5898.5,31697.838,0,591.2691
2024-08-06 08:54:11.964,42.0,41.3612,42.0,41.68492,47.0,45.629623,42.0,41.883476,52.0,52.890194,70.0,63.34164,67.0,60.361656,69.0,62.060993,0.0,-0.048983708,53.6,49.67994,113.0,113.01735,830.02,818.3891,126.0,125.99993,220.0,220.00055,220.0,219.9632,220.0,220.09018,167.0,173.8795,142.0,153.17026,0.0,-0.009531282,0.0,-0.008484774,5998.5,31671.072,0,591.2691
2024-08-06 08:54:37.308,42.0,41.37351,42.0,41.697968,47.0,45.64212,42.0,41.89588,52.0,52.900013,63.87,63.36903,61.44,60.386616,62.87,62.089165,0.0,-0.04880996,48.61,49.69948,113.0,113.017365,843.08,818.37537,126.0,125.99993,220.0,220.00055,220.0,219.96335,220.0,220.08995,167.38,174.1606,142.82,153.44307,0.0,-0.009578072,0.0,-0.008508105,6097.69,31644.373,0,591.2691
2024-08-06 08:55:02.908,42.0,41.385815,42.0,41.711006,46.25,45.654625,42.0,41.908283,52.0,52.909836,68.68,63.396404,65.72,60.411587,67.66,62.11734,-0.33,-0.04863628,55.03,49.719044,113.12,113.01738,789.99,818.36176,126.0,125.99993,220.0,220.00055,220.0,219.96347,220.0,220.08972,168.0,174.44174,143.0,153.71585,0.0,-0.009624627,0.0,-0.008531415,6197.5,31617.732,0,591.2691
2024-08-06 08:55:28.508,42.0,41.398125,42.0,41.72405,46.2,45.66713,42.0,41.92068,52.0,52.919662,69.98,63.423805,66.91,60.436554,68.91,62.14553,0.0,-0.048462603,55.82,49.73861,113.0,113.01739,797.08,818.348,126.0,125.99993,220.0,220.00055,220.0,219.96362,220.0,220.0895,168.0,174.72307,143.0,153.98866,0.0,-0.009670885,0.0,-0.008554788,6297.5,31591.15,0,591.2691
2024-08-06 08:55:54.108,42.0,41.41044,42.0,41.737087,47.0,45.67963,42.0,41.93308,52.0,52.92949,70.0,63.45119,67.0,60.461517,69.0,62.173733,-0.14,-0.04828879,52.33,49.75821,113.0,113.0174,848.05,818.3345,126.0,125.99993,220.0,220.00055,220.0,219.96376,220.0,220.08925,168.16,175.00443,143.16,154.26144,0.0,-0.009716717,0.0,-0.008578268,6397.5,31564.627,0,591.2691
2024-08-06 08:56:19.708,42.0,41.422756,42.0,41.750122,47.0,45.69214,42.0,41.945477,52.0,52.939323,70.0,63.47858,67.0,60.48648,69.0,62.20193,0.0,-0.048115242,51.71,49.777813,113.0,113.01742,858.58,818.32086,126.0,125.99993,220.0,220.00055,220.0,219.96388,220.0,220.08904,169.0,175.28592,144.0,154.53426,0.0,-0.009762485,0.0,-0.008601748,6497.5,31538.16,0,591.2691
2024-08-06 08:56:45.308,42.0,41.43507,42.0,41.763165,47.0,45.70464,42.0,41.957863,52.0,52.949158,61.43,63.50598,58.45,60.511456,60.26,62.23014,0.0,-0.0479415,45.01,49.79744,113.06,113.01743,872.61,818.3073,126.0,125.99993,220.0,220.00055,220.0,219.96404,220.0,220.08879,169.0,175.5675,144.0,154.80705,0.0,-0.009807827,0.0,-0.008625334,6597.5,31511.754,0,591.2691
2024-08-06 08:57:10.908,42.0,41.44739,42.0,41.776196,46.12,45.71714,42.0,41.970253,52.0,52.959,62.95,63.53336,60.29,60.53643,61.89,62.25835,0.0,-0.047767684,50.04,49.817066,113.0,113.01745,805.07,818.29376,126.0,125.99993,220.0,220.00055,220.0,219.96417,220.0,220.08858,169.0,175.8492,144.0,155.07983,0.0,-0.009852828,0.0,-0.008648921,6697.5,31485.422,0,591.2691
2024-08-06 08:57:36.508,42.0,41.45972,42.0,41.789227,46.0,45.72964,42.0,41.982635,52.71,52.968838,63.1,63.560745,60.16,60.5614,62.1,62.28658,0.0,-0.04759394,50.58,49.83672,113.0,113.017456,801.77,818.2803,126.0,125.99993,220.0,220.00055,220.0,219.96432,220.0,220.08833,169.71,176.131,144.28,155.35258,0.0,-0.009897552,0.0,-0.008672614,6797.5,31459.145,0,591.2691
2024-08-06 08:58:02.108,42.0,41.472046,42.0,41.80226,46.0,45.74214,42.0,41.995018,52.51,52.97868,53.61,63.58813,51.47,60.58637,52.68,62.314808,-0.06,-0.04742026,42.87,49.85638,113.0,113.01747,816.21,818.2668,126.0,125.99993,220.0,220.00055,220.0,219.96445,220.0,220.08809,170.0,176.41289,145.0,155.62532,0.0,-0.009942086,0.0,-0.008696328,6897.5,31432.934,0,591.2691
2024-08-06 08:58:27.708,42.0,41.48437,42.0,41.81529,46.0,45.754646,42.0,42.007397,52.72,52.988525,55.0,63.615517,53.0,60.611355,54.0,62.343037,-0.43,-0.04724638,42.57,49.876064,113.0,113.01749,847.97,818.25336,126.0,125.99993,220.0,220.00055,220.0,219.9646,220.0,220.08788,170.0,176.69487,145.0,155.89807,0.0,-0.00998613,0.0,-0.0087201055,6997.5,31406.787,0,591.2691
2024-08-06 08:58:53.307,42.0,41.496704,42.0,41.828316,46.0,45.767143,42.0,42.019768,52.69,52.998375,55.76,63.642895,53.66,60.636322,54.78,62.37128,0.0,-0.047072634,44.69,49.895752,113.0,113.0175,811.08,818.24,126.0,125.99993,220.0,220.00055,220.0,219.96474,220.0,220.08763,170.06,176.97694,145.0,156.17078,0.0,-0.010030003,0.0,-0.008743884,7097.5,31380.715,0,591.2691
2024-08-06 08:59:18.907,42.0,41.509033,42.0,41.841343,46.0,45.779644,42.0,42.03214,52.19,53.00822,55.58,63.670265,53.54,60.6613,54.58,62.399517,-0.17,-0.046898622,44.31,49.915462,113.0,113.01751,815.59,818.2266,126.0,125.99993,220.0,220.00055,220.0,219.96487,220.0,220.0874,171.0,177.25917,145.0,156.4435,0.0,-0.010073599,0.0,-0.008767747,7197.42,31354.688,0,591.2691
2024-08-06 08:59:44.251,42.0,41.52137,42.0,41.854362,46.0,45.79214,42.0,42.044506,52.76,53.018074,57.35,63.697643,55.12,60.686287,56.39,62.427757,0.0,-0.04672481,45.3,49.935184,113.07,113.017525,822.15,818.21326,126.0,125.99993,220.0,220.00055,220.0,219.96503,220.0,220.08717,171.0,177.54144,145.76,156.71619,0.0,-0.010116728,0.0,-0.008791695,7296.5,31328.746,0,591.2691
2024-08-06 09:00:09.851,42.0,41.533707,42.0,41.867382,46.0,45.804638,42.0,42.056866,53.0,53.02793,67.08,63.725014,63.97,60.711254,65.86,62.456013,0.0,-0.046551,52.85,49.954918,113.0,113.01754,804.02,818.1999,126.0,125.99993,220.0,220.00055,220.0,219.96515,220.0,220.08694,171.0,177.82384,146.0,156.98885,0.0,-0.010159558,0.0,-0.008815643,7396.5,31302.883,0,591.2691
2024-08-06 09:00:35.451,42.0,41.54604,42.0,41.880398,46.0,45.81713,42.0,42.069225,53.0,53.037792,69.0,63.75238,66.0,60.736233,67.9,62.48425,0.02,-0.04637732,54.21,49.97467,113.05,113.01755,803.84,818.18665,126.0,125.999916,220.0,220.00055,220.0,219.96529,220.0,220.08672,171.39,178.10635,146.0,157.2615,0.0,-0.010202112,0.0,-0.008839677,7496.5,31277.066,0,591.2691
2024-08-06 09:01:01.051,42.0,41.55838,42.0,41.893417,46.0,45.829624,42.0,42.081577,53.0,53.04765,69.7,63.779736,66.7,60.761215,68.66,62.512505,-0.17,-0.046203375,54.3,49.99443,113.15,113.01756,810.68,818.17334,126.0,125.999916,220.0,220.00055,220.0,219.96544,220.0,220.08649,172.0,178.38895,146.0,157.53413,0.0,-0.010244367,0.0,-0.008863689,7596.5,31251.34,0,591.2691
2024-08-06 09:01:26.651,42.0,41.57072,42.0,41.90643,46.0,45.842117,42.0,42.09393,53.0,53.057507,63.16,63.807087,60.7,60.7862,62.18,62.540768,-0.02,-0.04602943,49.54,50.01421,113.23,113.01758,816.93,818.16016,126.0,125.999916,220.0,220.00055,220.0,219.96556,220.0,220.08626,172.0,178.67166,146.88,157.80676,0.0,-0.010286196,0.0,-0.008887808,7696.5,31225.686,0,591.2691
2024-08-06 09:01:52.251,42.0,41.58306,42.0,41.919437,46.0,45.854607,42.0,42.106274,53.0,53.06737,67.66,63.834427,64.97,60.811165,66.54,62.569016,-0.16,-0.04585562,51.12,50.033997,113.0,113.017586,841.39,818.147,126.0,125.999916,220.0,220.00055,220.0,219.9657,220.0,220.08603,172.0,178.95447,147.0,158.07932,0.0,-0.01032777,0.0,-0.008911969,7796.5,31200.096,0,591.2691
2024-08-06 09:02:17.851,42.0,41.59541,42.0,41.93244,46.0,45.8671,42.0,42.11861,53.0,53.077236,78.55,63.861774,74.84,60.836147,76.96,62.59727,-0.02,-0.045681804,59.83,50.0538,113.0,113.0176,820.97,818.1338,126.0,125.999916,220.0,220.00055,219.98,219.96585,220.0,220.08578,172.95,179.23735,147.0,158.3519,0.0,-0.010369025,0.0,-0.008936172,7896.5,31174.592,0,591.2691
2024-08-06 09:02:43.451,42.0,41.607754,42.0,41.945446,46.1,45.879585,42.0,42.130947,53.0,53.087105,86.49,63.88911,82.65,60.861122,85.0,62.625523,0.0,-0.04550786,65.61,50.073616,113.0,113.01761,822.17,818.1207,126.0,125.999916,220.0,220.00055,220.0,219.96597,220.0,220.08557,173.0,179.52039,147.44,158.62442,0.0,-0.010409961,0.0,-0.008960461,7996.5,31149.148,0,591.2691
2024-08-06 09:03:09.051,42.0,41.6201,42.0,41.958443,47.0,45.89207,42.0,42.143272,53.0,53.09697,87.08,63.916435,83.1,60.886105,86.05,62.653778,0.0,-0.04533398,68.01,50.09345,113.0,113.017624,800.47,818.1076,126.0,125.999916,220.0,220.00055,220.0,219.96611,220.0,220.08533,173.37,179.80348,148.0,158.8969,0.0,-0.010450428,0.0,-0.008984772,8096.5,31123.795,0,591.2691
2024-08-06 09:03:34.651,42.0,41.632442,42.58,41.971443,47.0,45.904556,42.0,42.1556,53.0,53.106842,86.53,63.943756,82.57,60.91107,85.04,62.682026,-0.26,-0.045160037,67.15,50.113293,113.0,113.01764,811.67,818.09454,126.0,125.999916,220.0,220.00055,220.0,219.96626,220.0,220.08511,174.0,180.08669,148.0,159.1694,0.0,-0.010490726,0.0,-0.009009103,8196.5,31098.51,0,591.2691
2024-08-06 09:04:00.251,42.0,41.644794,43.0,41.984432,47.0,45.917038,42.0,42.16792,53.0,53.11672,81.3,63.971066,77.74,60.936047,79.83,62.71029,0.0,-0.04498629,58.9,50.13314,113.0,113.01765,865.85,818.0815,126.0,125.999916,220.0,220.00055,220.0,219.9664,220.0,220.08487,174.0,180.37003,148.43,159.44185,0.0,-0.010530554,0.0,-0.009033477,8296.5,31073.314,0,591.2691
